tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***78344,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1104,AT,9 EMERSON AVENUE,,,ON
***85282,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1104,OPP,106 MUTUAL ST,,,ON
***38251,20240127,18,PARK-30.5M SIGNALIZED INTERSCT,50,1104,NR,151 DAN LECKIE WAY,,,ON
***80728,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1104,E/S,BAYVIEW AVE,S/O,FLEMING CRES,ON
***13999,20240127,3,PARK ON PRIVATE PROPERTY,75,1105,,4700 KEELE ST,,,ON
***75556,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1105,AT,803 RICHMOND ST. W,,,ON
***78345,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1105,AT,9 EMERSON AVENUE,,,ON
***87867,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1105,NR,200 KING ST E,,,ON
***38493,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1105,OPP,954 QUEEN ST E,,,ON
***78346,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1106,AT,9 EMERSON AVENUE,,,ON
***73952,20240127,192,STAND SIGNED TRANSIT STOP,150,1106,NR,882 BROADVIEW AVE,,,ON
***60064,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1106,NR,10 HERTFORD AVE,,,ON
***80729,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1106,E/S,BAYVIEW AVE,S/O,FLEMING CRES,ON
***34061,20240127,3,PARK ON PRIVATE PROPERTY,75,1107,,4700 KEELE ST,,,ON
***75557,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1107,AT,803 RICHMOND ST. W,,,ON
***78347,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1107,AT,9 EMERSON AVENUE,,,ON
***01306,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1107,NR,690 QUEEN ST W,,,ON
***06049,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1107,NR,2245 QUEEN ST E,,,ON
***80916,20240127,1,PARK FAIL TO DEPOSIT FEE METER,30,1107,OPP,6 MONTGOMERY RD,,,ON
***38494,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1107,NR,925 QUEEN ST E,,,ON
***76913,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1107,NR,1282 DUNDAS ST W,,,ON
***84588,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1108,AT,363 ADELAIDE ST. WEST,,,ON
***87868,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1108,NR,210 KING ST E,,,ON
***80066,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1108,NR,2259 BLOOR ST W,,,ON
***80730,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1108,W/S,BAYVIEW AVE,S/O,BELSIZE DR,ON
***13925,20240127,3,PARK ON PRIVATE PROPERTY,75,1109,,4700 KEELE ST,,,ON
***10191,20240127,3,PARK ON PRIVATE PROPERTY,75,1109,,50 MATILDA ST,,,ON
***75558,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1109,AT,803 RICHMOND ST. W,,,ON
***78348,20240127,314,PARK - NOT WITHIN PERIOD,75,1109,AT,9 EMERSON AVENUE,,,ON
***84589,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1109,AT,363 ADELAIDE ST. WEST,,,ON
***85283,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1109,OPP,106 MUTUAL ST,,,ON
***01307,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1109,NR,710 QUEEN ST W,,,ON
***02985,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1109,NR,1608 GERRARD ST E,,,ON
***06050,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1109,NR,2245 QUEEN ST E,,,ON
***37008,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1109,NR,95 CEDARVALE AVE,,,ON
***76914,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1109,NR,1282 DUNDAS ST W,,,ON
***75559,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1110,AT,803 RICHMOND ST. W,,,ON
***80067,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1110,NR,2273 BLOOR ST W,,,ON
***80380,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1110,NR,390 EGLINTON AVE W,,,ON
***81147,20240127,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1110,NR,151 DOWLING AVE,,,ON
***98581,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1110,NR,1039 BATHURST ST,,,ON
***34062,20240127,3,PARK ON PRIVATE PROPERTY,75,1111,,4700 KEELE ST,,,ON
***10192,20240127,347,PARK IN A FIRE ROUTE,250,1111,,50 MATILDA ST,,,ON
***84590,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1111,AT,363 ADELAIDE ST. WEST,,,ON
***85284,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1111,NR,160 MUTUAL ST,,,ON
***02986,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1111,NR,1616 GERRARD ST E,,,ON
***18120,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1111,NR,19 PARKCHESTER RD,,,ON
***78902,20240127,3,PARK ON PRIVATE PROPERTY,75,1111,AT,320 DIXON RD,,,ON
***75560,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1112,AT,803 RICHMOND ST. W,,,ON
***20620,20240127,192,STAND SIGNED TRANSIT STOP,150,1112,NR,1540 EGLINTON AVE W,,,ON
***24184,20240127,355,PARK IN ACCESSIBLE NO PERMIT,450,1112,NR,100 BILLY BISHOP WAY,,,ON
***01308,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1112,NR,829 QUEEN ST W,,,ON
***06051,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1112,NR,2136 QUEEN ST E,,,ON
***80068,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1112,NR,2311 BLOOR ST W,,,ON
***80381,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1112,NR,390 EGLINTON AVE W,,,ON
***80731,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1112,W/S,BAYVIEW AVE,N/O,BELSIZE DR,ON
***75561,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1113,AT,803 RICHMOND ST. W,,,ON
***78349,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1113,AT,9 EMERSON AVENUE,,,QC
***78350,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1113,AT,9 EMERSON AVENUE,,,ON
***84591,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1113,AT,105 SPADINA AVE.,,,ON
***86249,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1113,OPP,349 CARLAW AVE,,,ON
***78903,20240127,3,PARK ON PRIVATE PROPERTY,75,1113,AT,320 DIXON RD,,,QC
***80382,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1113,NR,382 EGLINTON AVE W,,,ON
***78351,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1114,AT,9 EMERSON AVENUE,,,ON
***01309,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1114,NR,831 QUEEN ST W,,,ON
***78904,20240127,3,PARK ON PRIVATE PROPERTY,75,1114,AT,320 DIXON RD,,,ON
***78905,20240127,3,PARK ON PRIVATE PROPERTY,75,1114,AT,320 DIXON RD,,,ON
***80732,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1114,OPP,446 MANOR RD E,,,ON
***80733,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1114,OPP,446 MANOR RD E,,,ON
***98582,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1114,NR,935 BATHURST ST,,,ON
***37009,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1115,NR,2133 CEDARVALE AVE,,,ON
***66584,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1115,OPP,15 POYNTZ AVE,,,ON
***80069,20240127,415,PARK COMMERC LOAD ZONE NOT LDG,40,1115,NR,2315 BLOOR ST W,,,ON
***98583,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1115,NR,925 BATHURST ST,,,ON
***13927,20240127,3,PARK ON PRIVATE PROPERTY,75,1116,,4700 KEELE ST,,,ON
***75562,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1116,AT,803 RICHMOND ST. W,,,ON
***85285,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1116,E/S,MUTUAL ST,S/O,GERRARD ST E,ON
***06052,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1116,NR,2275 QUEEN ST E,,,ON
***38252,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1116,OPP,29 BRUNEL CRT,,,ON
***80383,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1116,NR,376 EGLINTON AVE W,,,ON
***80734,20240127,192,STAND SIGNED TRANSIT STOP,150,1116,W/S,BAYVIEW AVE,S/O,HILLSDALE AVE E,ON
***19726,20240127,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1116,W/S,BEATY AVE,S/O,QUEEN ST W,ON
***75563,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1117,AT,803 RICHMOND ST. W,,,ON
***78352,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1117,AT,9 EMERSON AVENUE,,,ON
***02987,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1117,OPP,280 COXWELL AVE,,,ON
***38253,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1117,NR,20 BRUNEL CRT,,,ON
***66585,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1117,E/S,BEECROFT RD,N/O,POYNTZ AVE,ON
***78906,20240127,3,PARK ON PRIVATE PROPERTY,75,1117,AT,320 DIXON RD,,,ON
***80384,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1117,NR,376 EGLINTON AVE W,,,ON
***98584,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1117,NR,913 BATHURST ST,,,ON
***34063,20240127,3,PARK ON PRIVATE PROPERTY,75,1118,,4700 KEELE ST,,,ON
***19136,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1118,NR,451 CHURCH ST,,,ON
***01310,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1118,NR,761 QUEEN ST W,,,ON
***37010,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1118,NR,2106 DANFORTH AVE,,,ON
***98585,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1118,NR,907 BATHURST ST,,,ON
***32530,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1119,,285 VICTORIA STS,,,PQ
***13928,20240127,3,PARK ON PRIVATE PROPERTY,75,1119,,4700 KEELE ST,,,ON
***91151,20240127,3,PARK ON PRIVATE PROPERTY,75,1119,,6161 BATHURST ST,,,ON
***76001,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1119,AT,803 RICHMOND ST. W,,,ON
***01311,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1119,NR,757 QUEEN ST W,,,ON
***38254,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1119,NR,9 BRUNEL CRT,,,ON
***97915,20240127,2,PARK - LONGER THAN 3 HOURS,30,1119,NR,179 WILLIAM DUNCAN RD,,,ON
***97916,20240127,2,PARK - LONGER THAN 3 HOURS,30,1119,NR,175 WILLIAM DUNCAN RD,,,ON
***19727,20240127,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1119,W/S,BEATY AVE,S/O,QUEEN ST W,ON
***80917,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1120,OPP,3349 BLOOR ST W,,,ON
***38255,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1120,NR,9 BRUNEL CRT,,,ON
***80385,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1120,NR,355 EGLINTON AVE W,,,QC
***80735,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1120,W/S,BAYVIEW AVE,S/O,HILLSDALE AVE E,ON
***97917,20240127,2,PARK - LONGER THAN 3 HOURS,30,1120,NR,173 WILLIAM DUNCAN RD,,,ON
***13929,20240127,3,PARK ON PRIVATE PROPERTY,75,1121,,4700 KEELE ST,,,ON
***80386,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1121,NR,363 EGLINTON AVE W,,,ON
***97918,20240127,2,PARK - LONGER THAN 3 HOURS,30,1121,NR,171 WILLIAM DUNCAN RD,,,ON
***98586,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1121,NR,924 BATHURST ST,,,ON
***13926,20240127,3,PARK ON PRIVATE PROPERTY,75,1122,,4700 KEELE ST,,,ON
***85286,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1122,OPP,325 CHURCH ST,,,ON
***06053,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1122,NR,2158 QUEEN ST E,,,ON
***80070,20240127,360,STND ACCESSIBLE LOAD NO PERMIT,450,1122,OPP,2416 BLOOR ST W,,,ON
***02691,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1123,NR,292 ROBERT ST,,,ON
***85287,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1123,OPP,325 CHURCH ST,,,ON
***20621,20240127,3,PARK ON PRIVATE PROPERTY,75,1123,AT,536 ST CLAIR AVE W,,,ON
***06054,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1123,NR,2327 QUEEN ST E,,,ON
***66208,20240127,2,PARK - LONGER THAN 3 HOURS,30,1123,NR,144 NORTH CARSON ST,,,ON
***80387,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1123,NR,369 EGLINTON AVE W,,,ON
***98587,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1123,NR,964 BATHURST ST,,,ON
***19137,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1124,NR,31 ALEXANDER ST,,,ON
***02692,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1124,NR,310 ROBERT ST,,,ON
***20622,20240127,3,PARK ON PRIVATE PROPERTY,75,1124,AT,536 ST CLAIR AVE W,,,ON
***20623,20240127,3,PARK ON PRIVATE PROPERTY,75,1124,AT,536 ST CLAIR AVE W,,,ON
***01312,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1124,NR,632 QUEEN ST W,,,ON
***06055,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1124,NR,2327 QUEEN ST E,,,ON
***87869,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1124,NR,32 TROLLEY CRES,,,ON
***80071,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1124,NR,2386 BLOOR ST W,,,ON
***97919,20240127,2,PARK - LONGER THAN 3 HOURS,30,1124,NR,39 JOHN PERKINS BULL DR,,,ON
***10193,20240127,3,PARK ON PRIVATE PROPERTY,75,1125,,220 OAK ST,,,ON
***02693,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1125,NR,316 ROBERT ST,,,ON
***85288,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1125,OPP,325 CHURCH ST,,,ON
***66209,20240127,2,PARK - LONGER THAN 3 HOURS,30,1125,NR,162 NORTH CARSON ST,,,ON
***98588,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1125,NR,970 BATHURST ST,,,ON
***10194,20240127,3,PARK ON PRIVATE PROPERTY,75,1126,,220 OAK ST,,,ON
***73330,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1126,AT,453 SPADINA ROAD,,,ON
***33824,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1126,NR,170 SUMACH ST,,,ON
***38256,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1126,NR,26 FORT YORK BLVD,,,ON
***80736,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1126,W/S,BAYVIEW AVE,N/O,HILLSDALE AVE E,ON
***97920,20240127,2,PARK - LONGER THAN 3 HOURS,30,1126,NR,47 JOHN PERKINS BULL DR,,,ON
***97921,20240127,2,PARK - LONGER THAN 3 HOURS,30,1126,NR,47 JOHN PERKINS BULL DR,,,ON
***13930,20240127,3,PARK ON PRIVATE PROPERTY,75,1127,,4700 KEELE ST,,,ON
***34064,20240127,3,PARK ON PRIVATE PROPERTY,75,1127,,4700 KEELE ST,,,ON
***10195,20240127,3,PARK ON PRIVATE PROPERTY,75,1127,,220 OAK ST,,,ON
***73331,20240127,314,PARK - NOT WITHIN PERIOD,75,1127,AT,453 SPADINA ROAD,,,ON
***20624,20240127,3,PARK ON PRIVATE PROPERTY,75,1127,AT,536 ST CLAIR AVE W,,,ON
***87870,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1127,NR,37 LOWER RIVER ST,,,ON
***87871,20240127,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1127,NR,41 LOWER RIVER ST,,,ON
***66210,20240127,2,PARK - LONGER THAN 3 HOURS,30,1127,NR,176 NORTH CARSON ST,,,ON
***76915,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1127,NR,1351 DUNDAS ST W,,,ON
***21854,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1128,NR,316 ROBERT ST,,,NC
***85289,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1128,OPP,325 CHURCH ST,,,ON
***01313,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1128,NR,673 QUEEN ST W,,,QC
***06056,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1128,NR,2208 QUEEN ST E,,,ON
***80737,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1128,E/S,BAYVIEW AVE,N/O,FLEMING CRES,ON
***73332,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1129,AT,453 SPADINA ROAD,,,ON
***06057,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1129,NR,2208 QUEEN ST E,,,ON
***22802,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1129,NR,22 SOHO ST,,,ON
***76916,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1129,NR,1369 DUNDAS ST W,,,ON
***80738,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1129,E/S,BAYVIEW AVE,N/O,FLEMING CRES,ON
***97922,20240127,2,PARK - LONGER THAN 3 HOURS,30,1129,NR,57 JOHN PERKINS BULL DR,,,ON
***98589,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1129,NR,1044 BATHURST ST,,,ON
***10196,20240127,3,PARK ON PRIVATE PROPERTY,75,1130,,220 OAK ST,,,ON
***73333,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1130,AT,453 SPADINA ROAD,,,ON
***06058,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1130,NR,2210 QUEEN ST E,,,ON
***73953,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1130,NR,303 STRATHMORE BLVD,,,ON
***38495,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1130,NR,922 QUEEN ST E,,,ON
***76917,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1130,NR,1397 DUNDAS ST W,,,ON
***97923,20240127,2,PARK - LONGER THAN 3 HOURS,30,1130,NR,57 JOHN PERKINS BULL DR,,,ON
***34065,20240127,3,PARK ON PRIVATE PROPERTY,75,1131,,4700 KEELE ST,,,ON
***10197,20240127,3,PARK ON PRIVATE PROPERTY,75,1131,,220 OAK ST,,,ON
***10198,20240127,3,PARK ON PRIVATE PROPERTY,75,1131,,220 OAK ST,,,ON
***20625,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1131,OPP,160 KENWOOD AVE,,,ON
***02988,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1131,E/S,PARKMOUNT RD,S/O,HANSON ST,ON
***81269,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1131,NR,151 YORKLAND BLVD,,,ON
***18121,20240127,192,STAND SIGNED TRANSIT STOP,150,1131,NR,1928 WESTON RD,,,ON
***97924,20240127,2,PARK - LONGER THAN 3 HOURS,30,1131,NR,59 JOHN PERKINS BULL DR,,,ON
***10199,20240127,3,PARK ON PRIVATE PROPERTY,75,1132,,220 OAK ST,,,ON
***73334,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1132,AT,453 SPADINA ROAD,,,ON
***21855,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1132,NR,230 ROBERT ST,,,ON
***02989,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1132,E/S,PARKMOUNT RD,S/O,HANSON ST,ON
***75002,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1132,OPP,840 ST CLAIR AVE W,,,ON
***13931,20240127,3,PARK ON PRIVATE PROPERTY,75,1133,,4700 KEELE ST,,,ON
***23739,20240127,3,PARK ON PRIVATE PROPERTY,75,1133,,17 GLEN MORRIS ST,,,ON
***10150,20240127,3,PARK ON PRIVATE PROPERTY,75,1133,,220 OAK ST,,,ON
***02990,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1133,E/S,PARKMOUNT RD,S/O,HANSON ST,ON
***06059,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1133,NR,2220 QUEEN ST E,,,ON
***73954,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1133,NR,293 STRATHMORE BLVD,,,ON
***38496,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1133,NR,936 QUEEN ST E,,,ON
***75003,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1133,OPP,840 ST CLAIR AVE W,,,ON
***76918,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1133,NR,1417 DUNDAS ST W,,,ON
***73335,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1134,AT,453 SPADINA ROAD,,,ON
***21856,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1134,NR,212 ROBERT ST,,,ON
***85290,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1134,OPP,98 BOND ST,,,ON
***02991,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1134,E/S,PARKMOUNT RD,S/O,HANSON ST,ON
***02992,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1134,E/S,PARKMOUNT RD,S/O,HANSON ST,ON
***06060,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1134,NR,2224 QUEEN ST E,,,ON
***33825,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1134,NR,260 SACKVILLE ST,,,ON
***10151,20240127,3,PARK ON PRIVATE PROPERTY,75,1135,,220 OAK ST,,,ON
***73336,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1135,AT,453 SPADINA ROAD,,,ON
***21857,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1135,NR,204 ROBERT ST,,,ON
***73955,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1135,NR,287 STRATHMORE BLVD,,,ON
***76919,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1135,NR,1447 DUNDAS ST W,,,ON
***06061,20240127,192,STAND SIGNED TRANSIT STOP,150,1136,NR,2371 QUEEN ST E,,,ON
***87872,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1136,S/S,EASTERN AVE,W/O,ST LAWRENCE ST,ON
***33826,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1136,OPP,260 SACKVILLE ST,,,ON
***75004,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1136,OPP,803 ST CLAIR AVE W,,,ON
***13932,20240127,3,PARK ON PRIVATE PROPERTY,75,1137,,4700 KEELE ST,,,ON
***21858,20240127,384,STOP VEH OTR THN BCYCL-BYCL LN,150,1137,OPP,98 HARBORD ST,,,ON
***01314,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1137,NR,557 QUEEN ST W,,,ON
***87873,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1137,S/S,EASTERN AVE,E/O,ST LAWRENCE ST,ON
***22803,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1137,NR,22 SOHO ST,,,ON
***38497,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1137,NR,899 QUEEN ST E,,,ON
***75005,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1137,OPP,811 ST CLAIR AVE W,,,ON
***23740,20240127,3,PARK ON PRIVATE PROPERTY,75,1138,,17 GLEN MORRIS ST,,,ON
***85291,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1138,NR,288 CHURCH ST,,,ON
***01315,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1138,NR,555 QUEEN ST W,,,ON
***02993,20240127,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1138,NR,178 GILLARD AVE,,,ON
***38257,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1138,NR,70 DAN LECKIE WAY,,,ON
***76920,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1138,NR,1458 DUNDAS ST W,,,ON
***06062,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1139,NR,2355 QUEEN ST E,,,ON
***73956,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1139,NR,247 STRATHMORE BLVD,,,ON
***86576,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1139,NR,35 BALMUTO ST,,,ON
***66586,20240127,3,PARK ON PRIVATE PROPERTY,75,1139,AT,55 DE BOERS DR,,,ON
***80072,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1139,OPP,254 BERESFORD AVE,,,ON
***69515,20240127,3,PARK ON PRIVATE PROPERTY,75,1140,,2275 BAYVIEW AVE,,,ON
***10153,20240127,3,PARK ON PRIVATE PROPERTY,75,1140,,184 RIVER ST,,,ON
***21859,20240127,384,STOP VEH OTR THN BCYCL-BYCL LN,150,1140,OPP,98 HARBORD ST,,,ON
***85292,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1140,NR,288 CHURCH ST,,,ON
***20626,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1140,NR,289 RUSHTON RD,,,ON
***06063,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1140,NR,2351 QUEEN ST E,,,ON
***80073,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1140,NR,254 BERESFORD AVE,,,ON
***13933,20240127,3,PARK ON PRIVATE PROPERTY,75,1141,,4700 KEELE ST,,,ON
***34066,20240127,3,PARK ON PRIVATE PROPERTY,75,1141,,4700 KEELE ST,,,ON
***10154,20240127,3,PARK ON PRIVATE PROPERTY,75,1141,,184 RIVER ST,,,ON
***20627,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1141,NR,289 RUSHTON RD,,,ON
***01316,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1141,NR,513 QUEEN ST W,,,NY
***07297,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1141,NR,190 GILLARD AVE,,,ON
***19138,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1142,OPP,130 CARLTON ST,,,ON
***75006,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1142,NR,779 ST CLAIR AVE W,,,ON
***76921,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1142,NR,1412 DUNDAS ST W,,,ON
